-183.524, 79.740, 0.591,  1.765
-183.514, 79.721, 0.615,  1.798
-183.503, 79.701, 0.660,  1.831
-183.492, 79.681, 0.673,  1.864
-183.481, 79.660, 0.658,  1.897
-183.470, 79.640, 0.667,  1.930
-183.459, 79.619, 0.698,  1.963
-183.448, 79.597, 0.721,  1.996
-183.437, 79.574, 0.732,  2.029
-183.425, 79.552, 0.716,  2.062
-183.414, 79.530, 0.731,  2.095
-183.402, 79.507, 0.740,  2.128
-183.390, 79.484, 0.766,  2.161
-183.378, 79.461, 0.759,  2.194
-183.366, 79.438, 0.754,  2.227
-183.355, 79.415, 0.754,  2.260
-183.343, 79.392, 0.760,  2.293
-183.331, 79.369, 0.767,  2.326
-183.319, 79.345, 0.776,  2.359
-183.307, 79.322, 0.784,  2.392
-183.295, 79.298, 0.792,  2.425
-183.283, 79.274, 0.801,  2.458
-183.271, 79.249, 0.809,  2.491
-183.258, 79.224, 0.819,  2.524
-183.246, 79.199, 0.828,  2.557
-183.233, 79.174, 0.837,  2.590
-183.221, 79.148, 0.846,  2.623
-183.208, 79.123, 0.855,  2.656
-183.195, 79.096, 0.864,  2.689
-183.183, 79.070, 0.873,  2.722
-183.170, 79.043, 0.882,  2.755
-183.157, 79.016, 0.891,  2.788
-183.144, 78.989, 0.899,  2.821
-183.131, 78.962, 0.908,  2.854
-183.118, 78.934, 0.917,  2.887
-183.105, 78.906, 0.926,  2.920
-183.092, 78.877, 0.934,  2.953
-183.079, 78.849, 0.943,  2.986
-183.066, 78.820, 0.954,  3.019
-183.052, 78.790, 0.964,  3.052
-183.039, 78.761, 0.973,  3.085
-183.026, 78.731, 0.982,  3.118
-183.012, 78.701, 0.990,  3.151
-182.999, 78.670, 0.998,  3.184
-182.986, 78.639, 1.007,  3.217
-182.972, 78.608, 1.015,  3.250
-182.959, 78.577, 1.023,  3.283
-182.946, 78.546, 1.030,  3.316
-182.932, 78.514, 1.038,  3.349
-182.919, 78.482, 1.046,  3.382
-182.905, 78.449, 1.054,  3.415
-182.892, 78.417, 1.061,  3.448
-182.878, 78.384, 1.069,  3.481
-182.865, 78.350, 1.076,  3.514
-182.852, 78.317, 1.084,  3.547
-182.838, 78.283, 1.091,  3.580
-182.825, 78.249, 1.099,  3.613
-182.812, 78.215, 1.106,  3.646
-182.798, 78.180, 1.113,  3.679
-182.785, 78.145, 1.121,  3.712
-182.772, 78.110, 1.128,  3.745
-182.759, 78.075, 1.135,  3.778
-182.746, 78.039, 1.142,  3.811
-182.732, 78.003, 1.149,  3.844
-182.719, 77.967, 1.157,  3.877
-182.706, 77.931, 1.164,  3.910
-182.693, 77.894, 1.171,  3.943
-182.680, 77.857, 1.178,  3.976
-182.667, 77.820, 1.185,  4.009
-182.655, 77.782, 1.192,  4.042
-182.642, 77.744, 1.199,  4.075
-182.629, 77.706, 1.206,  4.108
-182.616, 77.668, 1.213,  4.141
-182.604, 77.629, 1.220,  4.174
-182.591, 77.590, 1.227,  4.207
-182.579, 77.551, 1.234,  4.240
-182.566, 77.512, 1.241,  4.273
-182.554, 77.472, 1.248,  4.306
-182.541, 77.432, 1.255,  4.339
-182.529, 77.392, 1.262,  4.372
-182.517, 77.351, 1.269,  4.405
-182.505, 77.310, 1.276,  4.438
-182.493, 77.269, 1.282,  4.471
-182.480, 77.228, 1.289,  4.504
-182.469, 77.187, 1.296,  4.537
-182.457, 77.145, 1.303,  4.570
-182.445, 77.103, 1.310,  4.603
-182.433, 77.060, 1.317,  4.636
-182.421, 77.018, 1.324,  4.669
-182.410, 76.975, 1.331,  4.702
-182.398, 76.932, 1.337,  4.735
-182.387, 76.888, 1.344,  4.768
-182.375, 76.845, 1.351,  4.801
-182.364, 76.801, 1.358,  4.834
-182.353, 76.757, 1.365,  4.867
-182.342, 76.712, 1.372,  4.900
-182.331, 76.668, 1.378,  4.933
-182.320, 76.623, 1.385,  4.966
-182.309, 76.578, 1.392,  4.999
-182.298, 76.532, 1.399,  5.032
-182.287, 76.486, 1.406,  5.065
-182.277, 76.440, 1.413,  5.098
-182.266, 76.394, 1.419,  5.131
-182.256, 76.348, 1.426,  5.164
-182.245, 76.301, 1.433,  5.197
-182.235, 76.254, 1.440,  5.230
-182.225, 76.207, 1.446,  5.263
-182.215, 76.159, 1.453,  5.296
-182.205, 76.112, 1.460,  5.329
-182.195, 76.064, 1.467,  5.362
-182.185, 76.015, 1.473,  5.395
-182.175, 75.967, 1.480,  5.428
-182.165, 75.918, 1.487,  5.461
-182.156, 75.869, 1.494,  5.494
-182.146, 75.820, 1.501,  5.527
-182.137, 75.771, 1.507,  5.560
-182.128, 75.721, 1.514,  5.593
-182.118, 75.671, 1.521,  5.626
-182.109, 75.621, 1.528,  5.659
-182.100, 75.570, 1.534,  5.692
-182.091, 75.520, 1.541,  5.725
-182.083, 75.469, 1.548,  5.758
-182.074, 75.418, 1.555,  5.791
-182.065, 75.366, 1.561,  5.824
-182.057, 75.314, 1.568,  5.857
-182.048, 75.263, 1.575,  5.890
-182.040, 75.210, 1.582,  5.923
-182.031, 75.158, 1.589,  5.956
-182.023, 75.105, 1.595,  5.989
-182.015, 75.052, 1.602,  6.022
-182.007, 74.999, 1.609,  6.055
-181.999, 74.946, 1.616,  6.088
-181.991, 74.892, 1.622,  6.121
-181.983, 74.839, 1.629,  6.154
-181.976, 74.784, 1.636,  6.187
-181.968, 74.730, 1.643,  6.220
-181.961, 74.676, 1.649,  6.253
-181.953, 74.621, 1.656,  6.286
-181.946, 74.566, 1.663,  6.319
-181.939, 74.510, 1.670,  6.352
-181.932, 74.455, 1.676,  6.385
-181.924, 74.399, 1.683,  6.418
-181.918, 74.343, 1.690,  6.451
-181.911, 74.287, 1.697,  6.484
-181.904, 74.231, 1.704,  6.517
-181.897, 74.174, 1.710,  6.550
-181.891, 74.117, 1.717,  6.583
-181.884, 74.060, 1.724,  6.616
-181.878, 74.002, 1.731,  6.649
-181.871, 73.945, 1.737,  6.682
-181.865, 73.887, 1.744,  6.715
-181.859, 73.829, 1.751,  6.748
-181.853, 73.770, 1.758,  6.781
-181.847, 73.712, 1.765,  6.814
-181.841, 73.653, 1.771,  6.847
-181.835, 73.594, 1.778,  6.880
-181.829, 73.535, 1.785,  6.913
-181.823, 73.475, 1.792,  6.946
-181.818, 73.416, 1.799,  6.979
-181.812, 73.356, 1.805,  7.012
-181.807, 73.295, 1.812,  7.045
-181.801, 73.235, 1.819,  7.078
-181.796, 73.174, 1.826,  7.111
-181.791, 73.113, 1.833,  7.144
-181.786, 73.052, 1.840,  7.177
-181.781, 72.991, 1.846,  7.210
-181.775, 72.929, 1.853,  7.243
-181.771, 72.867, 1.860,  7.276
-181.766, 72.805, 1.867,  7.309
-181.761, 72.743, 1.874,  7.342
-181.756, 72.681, 1.881,  7.375
-181.752, 72.618, 1.888,  7.408
-181.747, 72.555, 1.894,  7.441
-181.743, 72.492, 1.901,  7.474
-181.738, 72.428, 1.908,  7.507
-181.734, 72.364, 1.915,  7.540
-181.729, 72.300, 1.922,  7.573
-181.725, 72.236, 1.929,  7.606
-181.721, 72.172, 1.936,  7.639
-181.717, 72.107, 1.943,  7.672
-181.713, 72.042, 1.950,  7.705
-181.709, 71.977, 1.957,  7.738
-181.705, 71.912, 1.964,  7.771
-181.701, 71.846, 1.970,  7.804
-181.697, 71.781, 1.977,  7.837
-181.694, 71.714, 1.985,  7.870
-181.690, 71.648, 1.991,  7.903
-181.686, 71.582, 1.998,  7.936
-181.683, 71.515, 2.005,  7.969
-181.679, 71.448, 2.012,  8.002
-181.676, 71.381, 2.019,  8.035
-181.673, 71.313, 2.026,  8.068
-181.669, 71.246, 2.033,  8.101
-181.666, 71.178, 2.040,  8.134
-181.663, 71.110, 2.047,  8.167
-181.660, 71.041, 2.055,  8.200
-181.657, 70.972, 2.062,  8.233
-181.654, 70.904, 2.069,  8.266
-181.651, 70.835, 2.076,  8.299
-181.648, 70.765, 2.083,  8.332
-181.645, 70.696, 2.090,  8.365
-181.642, 70.626, 2.097,  8.398
-181.639, 70.556, 2.104,  8.431
-181.637, 70.485, 2.112,  8.464
-181.634, 70.415, 2.119,  8.497
-181.631, 70.344, 2.126,  8.530
-181.629, 70.273, 2.133,  8.563
-181.626, 70.202, 2.140,  8.596
-181.624, 70.130, 2.147,  8.629
-181.621, 70.059, 2.154,  8.662
-181.619, 69.987, 2.162,  8.695
-181.617, 69.914, 2.169,  8.728
-181.614, 69.842, 2.176,  8.761
-181.612, 69.769, 2.183,  8.794
-181.610, 69.696, 2.190,  8.827
-181.608, 69.623, 2.198,  8.860
-181.605, 69.550, 2.205,  8.893
-181.603, 69.476, 2.212,  8.926
-181.601, 69.402, 2.220,  8.959
-181.599, 69.328, 2.227,  8.992
-181.597, 69.253, 2.234,  9.025
-181.595, 69.179, 2.242,  9.058
-181.593, 69.104, 2.249,  9.091
-181.592, 69.029, 2.256,  9.124
-181.590, 68.953, 2.264,  9.157
-181.588, 68.878, 2.271,  9.190
-181.586, 68.802, 2.279,  9.223
-181.584, 68.726, 2.286,  9.256
-181.583, 68.649, 2.293,  9.289
-181.581, 68.573, 2.301,  9.322
-181.579, 68.496, 2.308,  9.355
-181.578, 68.419, 2.316,  9.388
-181.576, 68.341, 2.323,  9.421
-181.575, 68.264, 2.331,  9.454
-181.573, 68.186, 2.338,  9.487
-181.572, 68.108, 2.345,  9.520
-181.570, 68.029, 2.353,  9.553
-181.569, 67.951, 2.360,  9.586
-181.568, 67.872, 2.368,  9.619
-181.566, 67.793, 2.375,  9.652
-181.565, 67.713, 2.383,  9.685
-181.564, 67.634, 2.391,  9.718
-181.562, 67.554, 2.398,  9.751
-181.561, 67.474, 2.406,  9.784
-181.560, 67.393, 2.413,  9.817
-181.559, 67.313, 2.421,  9.850
-181.558, 67.232, 2.428,  9.883
-181.556, 67.151, 2.436,  9.916
-181.555, 67.069, 2.444,  9.949
-181.554, 66.988, 2.452,  9.982
-181.553, 66.906, 2.459, 10.015
-181.552, 66.824, 2.467, 10.048
-181.551, 66.741, 2.475, 10.081
-181.550, 66.659, 2.482, 10.114
-181.549, 66.576, 2.490, 10.147
-181.548, 66.492, 2.498, 10.180
-181.547, 66.409, 2.506, 10.213
-181.546, 66.325, 2.513, 10.246
-181.545, 66.241, 2.521, 10.279
-181.544, 66.157, 2.529, 10.312
-181.544, 66.072, 2.537, 10.345
-181.543, 65.988, 2.545, 10.378
-181.542, 65.903, 2.553, 10.411
-181.541, 65.817, 2.561, 10.444
-181.540, 65.732, 2.569, 10.477
-181.540, 65.646, 2.576, 10.510
-181.539, 65.560, 2.584, 10.543
-181.538, 65.474, 2.592, 10.576
-181.537, 65.387, 2.600, 10.609
-181.537, 65.300, 2.608, 10.642
-181.536, 65.213, 2.616, 10.675
-181.535, 65.126, 2.625, 10.708
-181.535, 65.038, 2.633, 10.741
-181.534, 64.950, 2.641, 10.774
-181.533, 64.862, 2.649, 10.807
-181.533, 64.773, 2.657, 10.840
-181.532, 64.684, 2.665, 10.873
-181.531, 64.595, 2.673, 10.906
-181.531, 64.506, 2.681, 10.939
-181.530, 64.416, 2.690, 10.972
-181.530, 64.327, 2.698, 11.005
-181.529, 64.236, 2.706, 11.038
-181.529, 64.146, 2.714, 11.071
-181.528, 64.055, 2.722, 11.104
-181.528, 63.964, 2.731, 11.137
-181.527, 63.873, 2.739, 11.170
-181.527, 63.782, 2.748, 11.203
-181.526, 63.690, 2.756, 11.236
-181.526, 63.598, 2.764, 11.269
-181.525, 63.505, 2.773, 11.302
-181.525, 63.413, 2.782, 11.335
-181.524, 63.320, 2.790, 11.368
-181.524, 63.227, 2.799, 11.401
-181.523, 63.133, 2.807, 11.434
-181.523, 63.039, 2.816, 11.467
-181.523, 62.945, 2.824, 11.500
-181.522, 62.851, 2.833, 11.533
-181.522, 62.756, 2.842, 11.566
-181.521, 62.661, 2.851, 11.599
-181.521, 62.566, 2.859, 11.632
-181.521, 62.470, 2.868, 11.665
-181.520, 62.375, 2.877, 11.698
-181.520, 62.279, 2.886, 11.731
-181.520, 62.182, 2.895, 11.764
-181.519, 62.085, 2.904, 11.797
-181.519, 61.988, 2.912, 11.830
-181.519, 61.891, 2.921, 11.863
-181.518, 61.793, 2.930, 11.896
-181.518, 61.696, 2.939, 11.929
-181.518, 61.597, 2.949, 11.962
-181.518, 61.499, 2.958, 11.995
-181.517, 61.400, 2.967, 12.028
-181.517, 61.301, 2.976, 12.061
-181.517, 61.201, 2.985, 12.094
-181.516, 61.102, 2.994, 12.127
-181.516, 61.002, 3.004, 12.160
-181.516, 60.901, 3.013, 12.193
-181.516, 60.801, 3.022, 12.226
-181.515, 60.700, 3.031, 12.259
-181.515, 60.598, 3.041, 12.292
-181.515, 60.497, 3.050, 12.325
-181.515, 60.395, 3.060, 12.358
-181.514, 60.293, 3.069, 12.391
-181.514, 60.190, 3.079, 12.424
-181.514, 60.087, 3.088, 12.457
-181.514, 59.984, 3.098, 12.490
-181.514, 59.881, 3.107, 12.523
-181.513, 59.777, 3.117, 12.556
-181.513, 59.673, 3.127, 12.589
-181.513, 59.568, 3.136, 12.622
-181.513, 59.463, 3.146, 12.655
-181.513, 59.358, 3.156, 12.688
-181.512, 59.253, 3.166, 12.721
-181.512, 59.147, 3.175, 12.754
-181.512, 59.041, 3.185, 12.787
-181.512, 58.935, 3.195, 12.820
-181.512, 58.828, 3.205, 12.853
-181.511, 58.721, 3.215, 12.886
-181.511, 58.613, 3.225, 12.919
-181.511, 58.506, 3.235, 12.952
-181.511, 58.397, 3.245, 12.985
-181.511, 58.289, 3.255, 13.018
-181.511, 58.180, 3.265, 13.051
-181.510, 58.071, 3.275, 13.084
-181.510, 57.962, 3.286, 13.117
-181.510, 57.852, 3.296, 13.150
-181.510, 57.742, 3.306, 13.183
-181.510, 57.631, 3.316, 13.216
-181.510, 57.521, 3.327, 13.249
-181.510, 57.409, 3.337, 13.282
-181.509, 57.298, 3.348, 13.315
-181.509, 57.186, 3.358, 13.348
-181.509, 57.074, 3.368, 13.381
-181.509, 56.961, 3.379, 13.414
-181.509, 56.848, 3.390, 13.447
-181.509, 56.735, 3.400, 13.480
-181.508, 56.622, 3.411, 13.513
-181.508, 56.508, 3.421, 13.546
-181.508, 56.393, 3.432, 13.579
-181.508, 56.279, 3.443, 13.612
-181.508, 56.164, 3.454, 13.645
-181.508, 56.048, 3.464, 13.678
-181.508, 55.932, 3.475, 13.711
-181.507, 55.816, 3.486, 13.744
-181.507, 55.700, 3.497, 13.777
-181.507, 55.583, 3.508, 13.810
-181.507, 55.466, 3.519, 13.843
-181.507, 55.348, 3.530, 13.876
-181.507, 55.230, 3.541, 13.909
-181.507, 55.112, 3.552, 13.942
-181.507, 54.993, 3.563, 13.975
-181.507, 54.874, 3.574, 14.008
-181.506, 54.755, 3.586, 14.041
-181.506, 54.635, 3.597, 14.074
-181.506, 54.515, 3.608, 14.107
-181.506, 54.394, 3.619, 14.140
-181.506, 54.273, 3.631, 14.173
-181.506, 54.152, 3.642, 14.206
-181.506, 54.030, 3.654, 14.239
-181.506, 53.908, 3.665, 14.272
-181.506, 53.786, 3.677, 14.305
-181.505, 53.663, 3.688, 14.338
-181.505, 53.540, 3.700, 14.371
-181.505, 53.416, 3.712, 14.404
-181.505, 53.292, 3.723, 14.437
-181.505, 53.168, 3.735, 14.470
-181.505, 53.043, 3.747, 14.503
-181.505, 52.918, 3.758, 14.536
-181.505, 52.792, 3.770, 14.569
-181.504, 52.666, 3.782, 14.602
-181.504, 52.540, 3.794, 14.635
-181.504, 52.413, 3.806, 14.668
-181.504, 52.286, 3.818, 14.701
-181.504, 52.158, 3.830, 14.734
-181.504, 52.030, 3.842, 14.767
-181.504, 51.902, 3.854, 14.800
-181.504, 51.773, 3.866, 14.833
-181.504, 51.644, 3.879, 14.866
-181.503, 51.514, 3.891, 14.899
-181.503, 51.384, 3.903, 14.932
-181.503, 51.254, 3.915, 14.965
-181.503, 51.123, 3.927, 14.998
-181.503, 50.992, 3.940, 15.031
-181.503, 50.860, 3.952, 15.064
-181.503, 50.728, 3.964, 15.097
-181.503, 50.596, 3.976, 15.130
-181.502, 50.463, 3.989, 15.163
-181.502, 50.329, 4.001, 15.196
-181.502, 50.196, 4.013, 15.229
-181.502, 50.062, 4.025, 15.262
-181.502, 49.927, 4.038, 15.295
-181.502, 49.792, 4.050, 15.328
-181.502, 49.657, 4.062, 15.361
-181.502, 49.521, 4.074, 15.394
-181.502, 49.385, 4.087, 15.427
-181.501, 49.249, 4.099, 15.460
-181.501, 49.112, 4.111, 15.493
-181.501, 48.974, 4.124, 15.526
-181.501, 48.837, 4.136, 15.559
-181.501, 48.698, 4.148, 15.592
-181.501, 48.560, 4.161, 15.625
-181.501, 48.421, 4.173, 15.658
-181.500, 48.281, 4.185, 15.691
-181.500, 48.142, 4.198, 15.724
-181.500, 48.001, 4.210, 15.757
-181.500, 47.861, 4.223, 15.790
-181.500, 47.720, 4.235, 15.823
-181.500, 47.578, 4.248, 15.856
-181.499, 47.436, 4.260, 15.889
-181.499, 47.294, 4.273, 15.922
-181.499, 47.151, 4.286, 15.955
-181.499, 47.008, 4.298, 15.988
-181.499, 46.864, 4.311, 16.021
-181.499, 46.720, 4.324, 16.054
-181.498, 46.576, 4.336, 16.087
-181.498, 46.431, 4.349, 16.120
-181.498, 46.286, 4.362, 16.153
-181.498, 46.140, 4.375, 16.186
-181.498, 45.994, 4.388, 16.219
-181.498, 45.847, 4.400, 16.252
-181.498, 45.700, 4.413, 16.285
-181.497, 45.553, 4.426, 16.318
-181.497, 45.405, 4.439, 16.351
-181.497, 45.257, 4.452, 16.384
-181.497, 45.108, 4.465, 16.417
-181.497, 44.959, 4.478, 16.450
-181.497, 44.809, 4.491, 16.483
-181.496, 44.659, 4.505, 16.516
-181.496, 44.509, 4.518, 16.549
-181.496, 44.358, 4.531, 16.582
-181.496, 44.206, 4.544, 16.615
-181.496, 44.055, 4.558, 16.648
-181.496, 43.902, 4.571, 16.681
-181.495, 43.750, 4.584, 16.714
-181.495, 43.596, 4.598, 16.747
-181.495, 43.443, 4.611, 16.780
-181.495, 43.289, 4.625, 16.813
-181.495, 43.134, 4.638, 16.846
-181.494, 42.979, 4.652, 16.879
-181.494, 42.824, 4.665, 16.912
-181.494, 42.668, 4.679, 16.945
-181.494, 42.512, 4.693, 16.978
-181.494, 42.355, 4.707, 17.011
-181.493, 42.198, 4.720, 17.044
-181.493, 42.040, 4.734, 17.077
-181.493, 41.882, 4.748, 17.110
-181.493, 41.723, 4.762, 17.143
-181.493, 41.564, 4.776, 17.176
-181.492, 41.405, 4.790, 17.209
-181.492, 41.245, 4.804, 17.242
-181.492, 41.084, 4.818, 17.275
-181.492, 40.923, 4.832, 17.308
-181.492, 40.762, 4.846, 17.341
-181.491, 40.600, 4.860, 17.374
-181.491, 40.437, 4.875, 17.407
-181.491, 40.275, 4.889, 17.440
-181.491, 40.111, 4.903, 17.473
-181.491, 39.947, 4.918, 17.506
-181.490, 39.783, 4.932, 17.539
-181.490, 39.618, 4.947, 17.572
-181.490, 39.453, 4.961, 17.605
-181.490, 39.287, 4.976, 17.638
-181.489, 39.121, 4.990, 17.671
-181.489, 38.955, 5.005, 17.704
-181.489, 38.787, 5.020, 17.737
-181.489, 38.620, 5.034, 17.770
-181.488, 38.451, 5.049, 17.803
-181.488, 38.283, 5.064, 17.836
-181.488, 38.114, 5.079, 17.869
-181.488, 37.944, 5.092, 17.902
-181.488, 37.774, 5.101, 17.935
-181.487, 37.604, 5.096, 17.968
-181.487, 37.435, 5.080, 18.001
-181.487, 37.266, 5.065, 18.034
-181.487, 37.098, 5.056, 18.067
-181.486, 36.929, 5.051, 18.100
-181.486, 36.761, 5.050, 18.133
-181.486, 36.593, 5.052, 18.166
-181.486, 36.424, 5.058, 18.199
-181.485, 36.255, 5.065, 18.232
-181.485, 36.086, 5.075, 18.265
-181.485, 35.917, 5.086, 18.298
-181.485, 35.747, 5.099, 18.331
-181.484, 35.577, 5.113, 18.364
-181.484, 35.406, 5.128, 18.397
-181.484, 35.234, 5.144, 18.430
-181.484, 35.062, 5.161, 18.463
-181.483, 34.890, 5.178, 18.496
-181.483, 34.717, 5.196, 18.529
-181.483, 34.543, 5.214, 18.562
-181.482, 34.369, 5.232, 18.595
-181.482, 34.194, 5.251, 18.628
-181.482, 34.018, 5.269, 18.661
-181.482, 33.842, 5.288, 18.694
-181.481, 33.665, 5.308, 18.727
-181.481, 33.488, 5.327, 18.760
-181.481, 33.310, 5.346, 18.793
-181.480, 33.131, 5.366, 18.826
-181.480, 32.951, 5.385, 18.859
-181.480, 32.771, 5.405, 18.892
-181.480, 32.591, 5.424, 18.925
-181.479, 32.409, 5.444, 18.958
-181.479, 32.227, 5.464, 18.991
-181.479, 32.045, 5.483, 19.024
-181.478, 31.861, 5.503, 19.057
-181.478, 31.677, 5.523, 19.090
-181.478, 31.493, 5.543, 19.123
-181.477, 31.307, 5.562, 19.156
-181.477, 31.122, 5.582, 19.189
-181.477, 30.935, 5.602, 19.222
-181.476, 30.748, 5.622, 19.255
-181.476, 30.560, 5.642, 19.288
-181.476, 30.371, 5.662, 19.321
-181.475, 30.182, 5.682, 19.354
-181.475, 29.992, 5.702, 19.387
-181.475, 29.801, 5.722, 19.420
-181.474, 29.610, 5.742, 19.453
-181.474, 29.418, 5.762, 19.486
-181.474, 29.225, 5.782, 19.519
-181.473, 29.032, 5.802, 19.552
-181.473, 28.838, 5.822, 19.585
-181.473, 28.643, 5.843, 19.618
-181.472, 28.448, 5.863, 19.651
-181.472, 28.252, 5.883, 19.684
-181.471, 28.056, 5.903, 19.717
-181.471, 27.858, 5.924, 19.750
-181.471, 27.660, 5.944, 19.783
-181.470, 27.461, 5.964, 19.816
-181.470, 27.262, 5.985, 19.849
-181.470, 27.062, 6.005, 19.882
-181.469, 26.861, 6.025, 19.915
-181.469, 26.660, 6.046, 19.948
-181.468, 26.458, 6.066, 19.981
-181.468, 26.255, 6.087, 20.014
-181.468, 26.051, 6.108, 20.047
-181.467, 25.847, 6.128, 20.080
-181.467, 25.642, 6.149, 20.113
-181.466, 25.437, 6.170, 20.146
-181.466, 25.231, 6.190, 20.179
-181.465, 25.024, 6.211, 20.212
-181.465, 24.816, 6.232, 20.245
-181.465, 24.608, 6.253, 20.278
-181.464, 24.399, 6.274, 20.311
-181.464, 24.189, 6.294, 20.344
-181.463, 23.979, 6.315, 20.377
-181.463, 23.768, 6.336, 20.410
-181.462, 23.556, 6.358, 20.443
-181.462, 23.343, 6.379, 20.476
-181.462, 23.130, 6.400, 20.509
-181.461, 22.916, 6.421, 20.542
-181.461, 22.702, 6.442, 20.575
-181.460, 22.486, 6.463, 20.608
-181.460, 22.270, 6.485, 20.641
-181.459, 22.053, 6.506, 20.674
-181.459, 21.836, 6.527, 20.707
-181.458, 21.618, 6.549, 20.740
-181.458, 21.399, 6.570, 20.773
-181.457, 21.179, 6.592, 20.806
-181.457, 20.959, 6.614, 20.839
-181.456, 20.738, 6.635, 20.872
-181.456, 20.516, 6.657, 20.905
-181.455, 20.293, 6.679, 20.938
-181.455, 20.070, 6.701, 20.971
-181.454, 19.846, 6.723, 21.004
-181.454, 19.622, 6.745, 21.037
-181.453, 19.396, 6.767, 21.070
-181.453, 19.170, 6.789, 21.103
-181.452, 18.943, 6.810, 21.136
-181.452, 18.715, 6.832, 21.169
-181.451, 18.487, 6.854, 21.202
-181.451, 18.258, 6.875, 21.235
-181.450, 18.028, 6.897, 21.268
-181.450, 17.798, 6.919, 21.301
-181.449, 17.567, 6.940, 21.334
-181.448, 17.335, 6.962, 21.367
-181.448, 17.102, 6.983, 21.400
-181.447, 16.869, 7.005, 21.433
-181.447, 16.635, 7.027, 21.466
-181.446, 16.400, 7.048, 21.499
-181.446, 16.164, 7.070, 21.532
-181.445, 15.928, 7.092, 21.565
-181.444, 15.691, 7.114, 21.598
-181.444, 15.453, 7.136, 21.631
-181.443, 15.215, 7.158, 21.664
-181.443, 14.976, 7.180, 21.697
-181.442, 14.736, 7.202, 21.730
-181.441, 14.495, 7.224, 21.763
-181.441, 14.254, 7.246, 21.796
-181.440, 14.011, 7.268, 21.829
-181.439, 13.769, 7.291, 21.862
-181.439, 13.525, 7.313, 21.895
-181.438, 13.281, 7.335, 21.928
-181.438, 13.035, 7.358, 21.961
-181.437, 12.790, 7.380, 21.994
-181.436, 12.543, 7.403, 22.027
-181.436, 12.296, 7.425, 22.060
-181.435, 12.048, 7.448, 22.093
-181.434, 11.799, 7.471, 22.126
-181.434, 11.549, 7.493, 22.159
-181.433, 11.299, 7.516, 22.192
-181.432, 11.048, 7.539, 22.225
-181.432, 10.796, 7.562, 22.258
-181.431, 10.543, 7.584, 22.291
-181.430, 10.290, 7.607, 22.324
-181.429, 10.035, 7.630, 22.357
-181.429, 9.781, 7.653, 22.390
-181.428, 9.525, 7.676, 22.423
-181.427, 9.268, 7.699, 22.456
-181.427, 9.011, 7.721, 22.489
-181.426, 8.753, 7.744, 22.522
-181.425, 8.495, 7.767, 22.555
-181.424, 8.235, 7.790, 22.588
-181.424, 7.975, 7.813, 22.621
-181.423, 7.714, 7.836, 22.654
-181.422, 7.452, 7.859, 22.687
-181.421, 7.189, 7.882, 22.720
-181.421, 6.926, 7.905, 22.753
-181.420, 6.662, 7.929, 22.786
-181.419, 6.397, 7.952, 22.819
-181.418, 6.132, 7.975, 22.852
-181.417, 5.865, 7.999, 22.885
-181.417, 5.598, 8.022, 22.918
-181.416, 5.330, 8.046, 22.951
-181.415, 5.061, 8.069, 22.984
-181.414, 4.791, 8.093, 23.017
-181.413, 4.521, 8.117, 23.050
